M_mean,M_variance,M_skewness,M_kurtosis,P_mean,P_variance,P_skewness,P_kurtosis,MFCC_Mean,MFCC_Variance,Delta_Mean,Delta_Variance,DoubleDelta_Mean,DoubleDelta_Variance,Class
-0.555194137,-0.61767565,3.487341545,15.05820693,0.028857206,0.379198025,-0.271692646,-0.32903361,0.561271496,-0.237289407,-0.868075773,-0.498483539,0.142232697,-0.530690701,Human
-0.377261298,-0.390289479,0.875263504,1.159385167,-2.472454241,-2.831985744,10.70054689,8.188856572,-0.384523695,-0.030989432,-0.56836022,-0.489287852,0.21398589,-0.519314837,Human
-0.4734028,-0.54302749,1.445511403,2.762608977,0.063059593,0.289413744,0.246690223,-0.491057436,-0.491616984,0.108308974,-0.698009937,-0.524160845,0.185652293,-0.578224324,Human
-0.403192474,-0.516517973,0.90554638,1.579638937,-1.199926822,-0.463198792,1.723081196,0.777095805,0.53588009,-0.246082544,-0.95289729,-0.461277076,0.143862031,-0.487755259,Human
-0.506004914,-0.585430224,1.895919964,4.683171976,-0.589905261,0.345811916,-0.026485636,-0.34804533,0.422086403,-0.301011038,-0.490223936,-0.464269882,0.222374029,-0.489002841,Human
-0.261136165,-0.222643043,0.538761854,0.602761235,-0.146618697,0.349930162,0.524131012,-0.183157407,0.376111517,-0.194268229,-0.755699039,-0.474187018,0.223376934,-0.513988717,Human
-0.442503516,-0.515341451,0.950663733,1.396563853,0.299747285,0.616118076,-0.290418472,-0.805478122,0.450487091,-0.22294803,-1.062990166,-0.46648687,0.221872577,-0.486821307,Human
-0.416575469,-0.48300234,0.869711754,1.229453492,-0.743794795,-0.092524061,0.620936837,0.21205523,0.094717422,-0.158290274,-0.57121724,-0.409951729,0.090605484,-0.408213311,Human
0.223760677,0.381377686,-0.263913561,-0.250977709,-0.712013863,0.421443411,0.714345965,0.017020739,0.588504167,-0.350373215,-0.785695185,-0.429627059,0.165744637,-0.453333219,Human
-0.514691732,-0.548132289,3.721790635,9.482619366,-2.397315592,-1.281750742,5.114098668,1.57324884,0.645004546,-0.531705438,-0.797459937,-0.532865278,0.195604192,-0.560550266,Human
-0.197931507,-0.22227193,0.238256382,0.263691632,-1.245356039,-0.190189199,1.624282288,0.388266097,0.496393464,-0.40305891,-0.434335013,-0.453827077,0.224225546,-0.491850654,Human
-0.326019702,-0.448820736,0.216113658,0.306954757,-0.758671781,0.249361227,0.362949622,-0.079475764,0.438719423,-0.349391071,-0.863080143,-0.426198818,0.184533669,-0.426449836,Human
-0.483547679,-0.583905103,0.925052006,1.983157088,-0.557874967,0.420361743,0.241814128,-0.173787844,-0.007163502,-0.242698758,-0.568578491,-0.416736281,0.113400348,-0.425761042,Human
0.053160593,0.54228018,-0.066384271,-0.141747112,-1.060089988,0.607695646,0.132139101,-1.116920308,-0.25298123,-0.118468477,-0.620356694,-0.458623277,0.211550375,-0.462000162,Human
-0.41640726,-0.456457963,1.282424544,2.032340184,0.423962337,-3.430792921,-5.381256459,11.40750403,-0.412462512,-0.159074606,-0.679397127,-0.457447296,0.145587799,-0.50486102,Human
-0.338638903,-0.465709641,0.28019828,0.452432701,-1.533550829,-0.570894382,1.787747609,0.647195468,-0.080149777,-0.149931805,-0.645696123,-0.494609911,0.184417949,-0.529390632,Human
-0.461405986,-0.565894144,1.386635672,3.234694311,1.251043656,-2.691918699,2.574227131,2.569981698,0.200159061,-0.223972361,-0.823265469,-0.437565852,0.200001543,-0.457580802,Human
-0.345462989,-0.409883659,0.805107496,1.117074737,0.950546592,-0.440885276,0.089937728,-0.43352236,0.490235399,-0.396155507,-0.776596825,-0.413439565,0.251535408,-0.433645221,Human
-0.321026562,-0.323749155,0.995257209,1.259491671,-0.683984202,0.337980241,0.578914507,-0.084590924,-0.794834185,0.258489929,0.496642004,-0.42150465,0.133424109,-0.457955013,Human
-0.293608723,-0.325143552,0.369352387,0.401329235,-0.683434726,0.154681439,-0.106321422,-0.656681584,-0.133673115,0,-0.94214368,-0.460144588,0.220021061,-0.490541507,Human
-0.360713701,-0.455853725,0.571256656,0.801502306,1.538125662,-1.605035603,-3.315353705,2.505466772,0.213580211,-0.131670516,-1.104488692,-0.479871031,0.183607911,-0.51153497,Human
-0.189098686,-0.001310152,0.500738109,0.495768704,0.402251273,0.770658671,-1.588775191,-0.429065552,-1.288908313,0.24646361,-0.927593175,-0.535232984,0.186038026,-0.571705936,Human
-0.432510703,-0.462700068,1.666623117,2.716258625,0.126878771,-0.138131104,0.104680401,-0.02955588,0.443594969,-0.342043349,-0.826376073,-0.476771855,0.288842301,-0.521271766,Human
-0.168942331,-0.193541546,0.172982227,0.159959059,-0.783607743,0.452956279,0.141683039,-0.234345242,0.112991923,-0.264285695,-0.704935173,-0.498964198,0.176394712,-0.522285543,Human
-0.08470724,-0.264888908,0.097224034,0.172306459,-0.592574904,0.145533543,0.341576359,0.396932002,-0.009837071,-0.33278896,-1.171697676,-0.511892334,0.257329882,-0.545157449,Human
0.097212668,0.48627191,0.00022304,-0.095973957,0.005341168,0.273727222,0.072338976,-0.365864548,-0.343398032,-0.203316355,-0.647130066,-0.403671268,0.12874093,-0.429656305,Human
0.106118449,0.281736416,-0.149282661,-0.177758534,-1.235221542,-0.105027822,1.649964948,-0.442703833,0.088947114,-0.334301938,-0.710052721,-0.463404711,0.253928493,-0.501443412,Human
-0.464301675,-0.528103813,1.95099969,3.964692892,-0.881851062,0.152320351,0.422674698,-0.190651717,-0.202207106,-0.158609643,-0.928040902,-0.432977405,0.19012679,-0.457420552,Human
-0.313927639,-0.398559995,0.711183971,1.103785084,0.577370095,-1.828828994,-0.494867342,0.600956332,-0.112787392,-0.257312691,-1.004322041,-0.445877649,0.271852326,-0.492860807,Human
0.217396889,0.084731392,-0.406137629,-0.326409749,0.175292141,-0.100023614,-0.057416294,-0.056083937,0.749160212,-0.536978582,-0.870658275,-0.454929519,0.056816858,-0.508495968,Human
-0.363535655,-0.436400437,0.914773172,1.478207516,-0.563418437,0.097298714,-0.045465735,-0.011892446,-0.461028709,-0.059459407,-0.712195806,-0.450305514,0.219751048,-0.516162753,Human
-0.094606852,-0.063512594,0.22889409,0.209001685,-0.674319851,0.362131561,0.763338274,-0.073596806,0.162473211,-0.294306777,-1.018879257,-0.404870749,0.093508507,-0.423078691,Human
-0.098065315,0.0583526,-0.050751377,-0.098608138,0.492137867,0.021065106,-0.757132421,-0.122420654,0.254893913,-0.299514428,-0.696815358,-0.4463236,0.235296069,-0.486278919,Human
-0.130411724,0.113561997,0.079321398,-0.014493554,-0.684649813,0.050096712,0.489550123,0.292394698,-0.730419644,0.074424564,-1.250513221,-0.454353186,0.22345408,-0.474592338,Human
-0.350049131,-0.286364797,0.554197366,0.501894314,-0.820554279,-2.284891477,1.038800535,1.501658178,-0.77500158,-0.058830918,-0.443418833,-0.493459613,0.239037674,-0.555677422,Human
-0.174259955,-0.192736863,0.080806847,0.089537545,-0.828501736,0.199414561,-0.105916922,0.381392391,-0.30808602,-0.145490856,-1.311295349,-0.464336787,0.184263656,-0.515135894,Human
-0.329653573,-0.421817371,0.555609823,0.772949644,-1.491073438,-2.539618453,5.146383822,4.476110027,0.453274655,-0.39034956,-0.531897591,-0.477234173,0.411792229,-0.55423958,Human
-0.339397879,-0.327580841,0.770736783,0.947872072,0.395882864,0.045179169,-0.316431255,-0.174937115,0.303605472,-0.451793483,-1.187892885,-0.504589413,0.157022068,-0.565721053,Human
-0.193454264,-0.305560266,0.136792479,0.160436658,0.111433059,0.054878861,-0.211054917,-0.08865602,0.355736151,-0.250142071,-0.643934454,-0.45483262,0.180984929,-0.501757575,Human
-0.197073737,-0.172313308,0.220898341,0.151789822,0.68544781,-1.159222675,-0.864813989,0.414019073,-0.194346271,-0.124798694,-1.130236061,-0.499138385,0.278701779,-0.554982808,Human
-0.33457234,-0.270555097,1.080323692,1.418001508,-0.001154644,-0.04539907,0.350271675,-0.331105484,-0.609815889,-0.120406689,-0.586810206,-0.434882334,0.131761988,-0.463939091,Human
-0.226106799,-0.227304831,0.131403943,0.123737595,0.69989906,-2.592576594,-6.417290911,3.405845274,0.016231244,-0.214378856,-0.862692976,-0.490403768,0.208333365,-0.546120492,Human
-0.400793244,-0.383347997,0.688952687,0.628759539,0.006664641,0.201390369,0.381567148,-0.344903821,-0.13509061,-0.163695725,-0.91421296,-0.449017107,0.271303429,-0.475481836,Human
-0.226831885,-0.263283173,0.07314629,0.023244065,-0.116992766,0.387780156,0.413003714,-0.484324211,-0.532618833,0.044059742,-1.227071601,-0.537489705,0.246868045,-0.595473339,Human
-0.303495156,-0.347753841,0.437737865,0.474538718,0.225812382,-0.335709793,-0.864148602,0.539792861,-0.736629801,0.018512517,-0.812303815,-0.496675203,0.267132117,-0.551168171,Human
0.047115752,-0.140889269,-0.235561024,-0.203463365,-1.499707667,-1.175257335,1.549707843,1.318883463,-0.483135448,-0.075776692,-0.788270657,-0.481928823,0.229818667,-0.531874732,Human
0.047200673,0.332622457,-0.139575183,-0.195784519,-0.635188084,0.328682072,-0.145627375,-0.123865383,-0.21380045,-0.198983082,-0.714801158,-0.460490653,0.195758485,-0.501362666,Human
-0.071117769,-0.02989456,0.085111179,0.065417713,-0.19243418,0.432004304,1.071430711,-0.547509102,-0.201475112,-0.216361056,-0.882512988,-0.495444794,0.176471859,-0.555237487,Human
0.013962299,-0.024003233,-0.073731875,-0.083998733,-1.549296655,-1.610045717,2.258951717,2.214049862,0.233541398,-0.392189054,-0.96071862,-0.520021985,0.193791249,-0.589520567,Human
-0.366395265,-0.358678795,0.825811883,0.978361972,-0.519108929,0.419192273,0.438572409,-0.164147006,-0.922328855,0.065540987,-0.841018936,-0.492051959,0.216283313,-0.549567886,Human
-0.320000279,-0.22909939,0.839110674,0.929905856,-0.051313545,0.384022882,-0.086465721,-0.140807317,0.508423109,-0.368301012,-0.863331171,-0.467261828,0.235527509,-0.500565304,Human
-0.340118784,-0.297262879,0.659462921,0.706112734,-0.088064746,0.422349818,0.15685757,0,0.074046666,-0.248229987,-0.918655082,-0.471839867,0.173186961,-0.52597472,Human
-0.286409954,-0.286394573,0.515548385,0.561032096,0.191338255,0.131908018,-0.933188033,0.014481646,-0.131733926,-0.259161657,-1.157868935,-0.411254154,0.474817066,-0.437693123,Human
-0.209683247,-0.258304014,0.039363442,0.043182224,0.389848797,1.218464217,0.183878141,-2.497139448,0.067047761,-0.238281485,-0.815197585,-0.468063176,0.15392425,-0.523839364,Human
-0.48592138,-0.50600916,2.107708035,4.011603918,0.187279149,0.093586306,-0.778100168,-0.027398552,-0.971963477,0.234682544,-0.86377043,-0.4869603,0.197301415,-0.508255007,Human
-0.517606305,-0.577731992,2.356070051,5.620807281,-0.58846335,1.054686789,-0.588072493,-1.143768052,0.081066943,-0.16968305,-0.560242962,-0.469913717,0.126531455,-0.492278289,Human
-0.250346497,-0.311540921,0.365744368,0.485871413,-1.659165527,-1.190592766,1.241080274,1.021161554,0.223229442,-0.387820786,-1.090883496,-0.458526594,0.154063499,-0.496620707,Human
1.243916146,0.873748629,-0.549924699,-0.370742489,0.03962358,0.149680185,0.162973132,-0.254563722,-0.971176467,1.529927665,0.249857688,0.140810621,-0.791326804,-0.032145808,AI
-0.356312464,-0.394024574,0.425065192,0.398712646,0.326567652,0.068214404,-0.128726655,-0.127212278,0.345440275,-0.089351383,0.330501854,0.534428712,-0.953109197,0.39746551,AI
1.808148997,1.524082213,-0.679980553,-0.441203195,0.04209305,0.501608645,0.605694133,-0.752572964,0.333563996,-0.190504586,0.481884252,0.22890597,-0.097427164,0.105055796,AI
0.444873589,1.075826498,-0.215577709,-0.243512829,-2.581327825,-2.26374743,6.924901556,4.175960187,0.396512755,0.1078216,-0.681825913,0.451554457,-0.510991834,0.656949099,AI
0.942324951,1.066577725,-0.539432776,-0.399610283,-0.053433451,-0.090899116,0.801575108,-0.186874384,0.704071284,-0.084555662,0.346438045,0.602341319,-1.087064074,0.546823279,AI
0.363355816,0.126662065,-0.38398,-0.2900631,-1.643591455,-1.228437421,2.507484696,1.925033147,0.138946975,0.089367048,0.329400431,0.462348621,-0.532740205,0.36947077,AI
1.262887256,0.860542529,-0.627185996,-0.419162427,-0.001841952,0.450284422,0.133439178,-0.594458806,0.176884532,-0.097357842,0.26169818,0.346311607,-0.838415874,0.207628244,AI
1.653895297,1.398007683,-0.632351152,-0.420441556,0.190469879,-0.151420645,-0.715336433,-0.115253572,-0.66086433,0.85691437,0.297900674,0.457560804,-0.219025485,0.337582537,AI
-0.123649495,-0.400324778,-0.113243966,0.067084485,-1.855159959,-0.582877243,2.620248381,0.310071115,0.611851114,-0.0257986,0.369666667,0.74020993,-1.585822015,0.653864925,AI
-0.345187845,-0.381045064,0.454948536,0.428766786,-1.624268706,-3.39050392,6.003244503,12.61865505,0.439586735,-0.241539371,0.377374388,0.388397652,-0.040044051,0.322172342,AI
-0.096838095,0.160818976,0.081215754,-0.030471777,-0.608188227,0.261886683,-0.681347175,0.282240715,0.335522192,0.032362482,0.209492063,0.798278204,-0.56317643,0.690338916,AI
-0.009439897,-0.275455094,-0.175472977,-0.100801858,0.131604023,0.132163243,0.021983083,-0.270359785,0.516170148,-0.038271474,0.100310142,0.625651514,-1.548006727,0.607196663,AI
1.830106478,1.763797901,-0.715809796,-0.46038048,0.85204835,-0.826024129,-2.55095273,-0.25019499,0.158525946,-0.09720349,0.444096816,0.337023883,-0.041759403,0.138780801,AI
-0.31328645,-0.273683049,0.837827875,0.994843166,0.355919584,0.110051907,-0.493417249,0.083858999,0.043219481,0.112663762,-1.151580137,1.001408223,-2.307027661,0.889034647,AI
0.071947269,-0.111625819,0.147424932,0.226105254,0.478996215,-1.395486206,0.265109666,1.223761256,-0.807841134,1.315381676,-1.044640049,0.83092786,-1.22849059,0.695745243,AI
0.071947269,-0.111625819,0.147424932,0.226105254,0.478996215,-1.395486206,0.265109666,1.223761256,-0.807841134,1.315381676,-1.044640049,0.83092786,-1.22849059,0.695745243,AI
-0.168891411,0.054779458,0.226187206,0.135881045,-0.520779967,-0.046308998,-0.236395862,-0.057835021,-0.201481024,0.789976008,0.534833386,0.789806232,-1.286298781,0.564531873,AI
0.804973707,0.617135321,-0.561920765,-0.389915374,-1.707076872,-0.839962353,0.943756344,0.30093442,0.470014108,-0.053176837,0.291691131,0.557034247,-0.891363063,0.606710979,AI
-0.110531149,0.006749026,0.250505344,0.20055949,1.081479646,-1.46900968,-1.440483354,1.142249694,0.534697843,-0.141457348,0.418125902,0.346638966,-0.764647228,0.196413793,AI
-0.058206064,0.226837853,0.128934295,0.028256606,-0.026663822,0.846083214,0.127863397,-0.850866551,0.514026263,-0.065132426,-1.006180701,0.16468821,-0.098521487,0.152618849,AI
0.249556537,-0.186565205,-0.197610375,-0.009117062,0.336940691,0.139087943,0.390351855,-0.555749277,-0.449164932,0.785225874,-0.428268321,0.618769947,-0.122835366,0.87493673,AI
-0.073926045,0.032260677,0.068039077,0.026107663,0.191054986,-0.402880466,-0.623685827,0.615846998,-0.93386164,1.552115627,-0.824150218,0.571952768,-1.215102586,0.333984647,AI
0.705143539,0.322255989,-0.523269032,-0.351030848,-2.162859726,-2.043062175,5.223867834,2.465159288,-1.61980386,1.744999804,0.122631324,1.883794193,-2.28618769,2.130839348,AI
0.997754415,0.810220783,-0.465057,-0.338854604,-1.397766104,-3.088197273,9.065685122,9.960987198,-0.524635557,0.520113536,0.061449565,0.357330839,-0.070705929,0.384959547,AI
0.106266777,0.030928737,-0.293242022,-0.26519751,-0.621689249,-0.015862238,0.045702555,0.476026507,-0.558979978,1.245788966,-0.998755966,1.042443883,-1.757777718,1.06643559,AI
0.341873281,0.448840345,-0.157088022,-0.148709872,0.852536616,-0.480900651,-1.841921823,0.339308639,-0.002454888,0.115812081,0.390699315,0.686935587,-0.601261731,0.678073187,AI
0.287567232,0.235555012,-0.088799249,-0.084276188,0.1785955,0.095104822,-0.716406141,0.222315148,-0.520111764,0.500568888,0.303930295,0.714591225,-0.951200207,0.758026908,AI
0.063691454,0.535794783,0,-0.063488681,-0.076298015,0.26429843,0.184220085,-0.237982476,-0.941246798,1.62948328,0.446404961,0.532227783,-0.502394628,0.420784167,AI
-0.356932332,-0.449103973,0.927053027,1.445810759,0.064092424,0.204485329,0.093769278,-0.611679067,0.360378391,-0.105454473,0.526491944,0.335953085,0.142037131,0.274798572,AI
0.742733947,0.435925471,-0.4632335,-0.315325059,0.246272539,1.454538856,-0.089841232,-1.209245804,-0.048896813,0.377080384,-0.607457124,0.548440331,0.123900759,0.609021639,AI
0.488104112,0.107179727,-0.256944862,-0.200609122,0.337923856,-0.667646412,1.307282977,-0.271479385,0.126280486,-0.139283059,-0.37295224,0.417928317,0.482435284,0.291557554,AI
0.367201008,0.175524778,-0.328536706,-0.261621438,0.019630628,0.076062209,-0.441548085,0.279352622,-0.70660093,1.481294132,0.432512784,0.519112005,-0.217559702,0.532282352,AI
1.667244346,1.758178192,-0.629575161,-0.426774058,-0.002776725,0.2158763,-0.235315677,-0.161173573,-0.965822768,1.579234773,0.072051216,0.340600426,-0.805201603,0.189090744,AI
0.646773475,0.897991524,-0.177814275,-0.188762947,0.469730847,-0.575792615,-0.34507867,0.531374822,0.02313826,-0.040277259,-0.082589431,0.553207076,1.055338345,0.448875246,AI
-0.173497628,-0.47965724,0.291959967,1.023321013,0.259692913,-0.187497806,-1.099819123,-0.403779528,-0.976448027,1.194038461,0.2535365,1.173203984,-1.939774424,1.203092102,AI
-0.113498746,0.116589,0.235943988,0.176648402,1.330850852,-1.961984286,-7.013343022,3.946242149,-0.961736266,1.657477338,-0.162304266,0.679448142,-0.36441386,0.567962718,AI
1.011867314,1.162415633,-0.494494179,-0.373318325,0.176746393,0.105200698,-0.60291546,-0.078709481,-0.97721116,1.159350573,-0.484908091,1.078494837,-0.879283463,1.439796408,AI
0.190693004,0.071275463,-0.133982392,-0.118471586,0.091207721,-0.00115175,2.009846065,-0.32442245,-0.670799761,1.651934252,0.672093193,0.853287747,-1.804811628,0.684303377,AI
0.58308299,0.738720183,-0.363124163,-0.303971832,-0.005571729,0.174355244,0.021727518,0.104115181,0.324955617,0.313555493,-1.121243321,1.015936736,-1.814511258,1.042005498,AI
1.169368876,1.124848259,-0.562409864,-0.401782893,0.289333502,-0.076487584,-0.231119802,-0.690913046,-0.765012167,0.874475691,-0.692082102,0.865299405,-0.534854405,1.171909862,AI
0.226557295,0.048334731,-0.021356622,0.030748208,0.031887421,-0.726247903,-0.028333746,0.876745368,-0.583567212,0.651533205,-0.84353241,0.281515289,-0.391399322,0.422337223,AI
0.503175512,0.400538295,-0.4115829,-0.308925676,-0.753573659,-1.077410461,1.253861281,1.744532484,0.253513158,0.138118584,0.476991846,1.078269518,-2.621855219,0.880395419,AI
-0.266420119,-0.237984312,0.327745317,0.277245969,-1.111026072,-0.468735827,1.932628375,1.382957555,0.364200547,0.145905296,0.464040185,1.192065921,-1.973288023,1.329576938,AI
1.494108084,1.517094251,-0.643932033,-0.431647508,-0.028999109,-0.091446141,0.190278656,0.310450577,-0.293345531,0.657800895,0.230848443,0.26300694,-0.325891139,0.228175746,AI
-0.036476379,-0.137542717,-0.180167673,-0.152817102,0,0.198516105,-0.144398516,-0.456122311,-0.123958007,0.725091885,0.279145492,0.807439824,-0.907731237,0.990543011,AI
0.13148278,-0.243734747,-0.152451642,0.03444421,-0.839697062,-0.853345375,0.847726368,1.24743857,-0.293951054,0.594128421,0.357433735,1.023342443,-1.215480989,1.086325615,AI
0.13148278,-0.243734747,-0.152451642,0.03444421,-0.839697062,-0.853345375,0.847726368,1.24743857,-0.293951054,0.594128421,0.357433735,1.023342443,-1.215480989,1.086325615,AI
-0.116435331,0.195343368,0.212135589,0.099193537,-0.739379086,-0.15115338,0.017098476,-0.085217722,-0.319146018,0.898503205,-0.972510696,0.791771123,-1.031280979,0.728676302,AI
-0.146960263,-0.325394108,0.734593764,0.930376092,0.239411187,0.679653466,0.404948032,-0.8905411,-0.187108414,0.788842195,0.162502084,0.836252729,-1.688129082,0.603353398,AI
-0.067445355,-0.014343404,0.262679426,0.248121152,0.640627152,0.615794019,0.458471725,-1.202302796,0.320925464,-0.128438499,-0.021793721,0.34607171,-0.2253704,0.269666176,AI
0.846977508,0.263471271,-0.592159954,-0.380960491,0.633313441,-0.88017105,-0.894460598,1.156742942,-1.142573823,1.708077069,0.179359617,0.939245892,-1.772727553,0.713742414,AI
-0.428653356,-0.515509941,0.600497049,1.027853796,0.319502767,-0.570796926,-1.168618886,0.89471895,0.115721363,0.704068801,0.219350378,0.752078142,-1.503223181,0.806871007,AI
-0.131515702,-0.252633467,0.080972032,0.084549054,-1.143636954,0.295934423,1.212435396,-0.011015434,0.548531685,-0.007021476,0.495495201,0.813029272,-1.720100522,0.980525336,AI
-0.182274961,-0.436380829,0.437200732,0.84137007,0.000856326,0.018552154,0.11453845,-0.196426639,-0.904667066,1.562292449,0.432078,0.408264215,-1.05570672,0.255513534,AI
0.865543144,0.528434982,-0.437274468,-0.278559411,0.146269075,0.375607608,-0.093561649,0.185849191,-0.526957444,0.657391781,-0.993953521,0.564632014,-0.131667483,0.809944892,AI
0.269508245,0,-0.152645149,-0.096283766,0.565365937,-0.202805977,0.234853203,-0.716064334,-0.001480391,0.191973467,0.234908191,0.33959164,-0.449392664,0.382752034,AI
1.596374668,0.810315195,-0.724765673,-0.450387037,0.311240379,-0.282696336,-0.762641126,0.231543707,0.064941665,-0.009094747,0.452971472,0.661980109,-1.67754921,0.535072784,AI
-0.0831387,0.328984679,0.226419834,0.10173845,-0.000492017,0.384744146,-0.224572497,-0.063684273,-0.48128073,1.280199972,-1.007872383,0.619567521,-1.367750832,0.457505845,AI
1.082011657,2.294012192,-0.376143576,-0.333426382,0.338218843,-0.106290318,-0.571756889,0.436780144,-0.828045398,1.69746168,0.253532985,0.933888638,-1.58377339,0.938263192,AI
0.299069719,0.500416322,-0.179834278,-0.181794549,0.13818186,-0.302986112,-0.316842321,0.210916623,-0.276014434,0.786641269,0.312257676,0.872905803,-0.897890815,0.794349349,AI
0.321112924,-0.020288473,-0.270939141,-0.170768671,0.086191435,1.463406766,-0.13845905,-0.838950058,0.001861995,0.51930779,0.246098183,0.392689846,-0.924779843,0.364753066,AI
0.035528399,-0.359989673,-0.168906714,0.120699491,0.28724226,0.155490618,-0.065912658,-0.302687324,-0.677687802,1.101564366,0.225473955,0.985026222,-1.288579231,1.396996629,AI
0.343488809,0.106868893,-0.131873381,-0.058894612,0.059285045,0.28921622,0.305671343,-0.431264012,-0.954536907,1.129875059,0.507253881,1.108990972,-0.577099446,1.623572459,AI
0.385077831,0.360904746,-0.116066879,-0.109778248,1.368216592,-1.158211202,-3.667872327,1.99728699,-0.126497494,0.219493622,0.357938667,0.585680929,-0.08290742,0.509885958,AI
1.051420715,1.031661159,-0.546279709,-0.394162355,0.01029591,0.242990934,-0.133798918,0.037387991,-0.066880829,0.653486453,0.421722583,0.717190263,-0.857376556,0.844353856,AI
1.319011929,1.342439519,-0.563646248,-0.392318885,0.06483793,0.376903157,-0.191169386,-0.329792482,-0.901684236,1.017958014,0.358207271,0.989690183,-0.977180835,1.308248467,AI
-0.005041207,-0.193967854,0.19001033,0.275047441,-0.561465347,-0.139603618,0.037545596,0.08225509,0,0.181328105,0.336377119,0.281461513,-0.217489884,0.186895098,AI
0.58438234,0.979582618,-0.317095643,-0.285855162,0.12129486,-0.192137407,-0.198185878,0.275059573,0.452930995,0.052460858,0.437883278,0.848605157,-1.981662276,0.699055302,AI
-0.426983863,-0.47363882,1.233006468,1.910435271,-0.691601866,-0.190353784,-0.170151836,0.021664863,0.476826447,-0.043590319,0.526203206,0.3328076,-0.404815485,0.105992209,AI
2.046541515,2.055547829,-0.669347649,-0.43571327,-0.791292194,-2.193597994,-0.927841295,-0.484072597,0.168627567,0.007335396,-0.29079983,0.510263639,-1.426217083,0.391540351,AI
-0.041035109,0.05396025,0.144702777,0.130600271,0.778424932,-0.834033565,-0.935762597,-0.417359279,-0.434801434,1.099681215,0.441458227,0.937437211,-1.6697848,0.872571415,AI
0.529832492,1.093756843,-0.244696139,-0.247101717,-1.81953607,-1.958498822,4.303550739,2.267550288,0.171054735,0.23590174,-0.000175128,0.821474714,-0.904590217,0.728609064,AI
0.532787047,0.959627493,-0.309243752,-0.279789715,0.132894313,-3.319020203,-12.03259169,12.97215967,0.31632152,0.031360948,0.421285082,0.742124893,-1.493065686,0.693774118,AI
-0.041241141,-0.155957469,0.191117594,0.265226963,-0.928047858,0.000769651,0.511012923,-0.441044386,-0.060035317,0.480776053,0.0414573,0.709571332,-1.954132545,0.495525064,AI
0.803086885,0.630489575,-0.434198161,-0.327663902,0.290779352,0.469858386,-0.217614649,-0.569147484,0.022297008,0.295015475,0.561998239,0.661089038,-1.381794968,0.64715906,AI
0.436121343,-0.058423772,-0.299565739,-0.212589252,0.082913032,-1.968864348,-0.859521672,3.213960237,-0.872651163,0.798669554,-0.807277346,1.332006229,-1.389001609,1.237637347,AI
1.993091935,1.459167233,-0.732667963,-0.458795812,0.814904668,-1.389416573,-3.836103018,2.233071768,-0.940956677,1.509825652,0.306972509,0.363200596,0.016575312,0.294459607,AI
-0.102898884,0.047323793,0.200210334,0.15381337,1.152729451,-1.035893381,-1.055506887,0.081867233,0.089418332,0.045152013,-0.185211553,0.727185229,-1.306346457,0.795859784,AI
-0.0073551,-0.216656578,-0.043488147,0,-0.942910809,0.050280151,0.284814451,-0.209660599,0.297978298,0.101362067,-0.587699908,0.778218502,-0.326749393,1.0516801,AI
0.829058957,1.185031732,-0.492083727,-0.381307745,0.009463657,0.075053121,0.719856765,-0.392127149,0.39111684,0.068199695,0.27907918,1.172826874,-1.988944134,1.113829312,AI
1.070701497,1.164741806,-0.508920688,-0.37173255,0.266168302,1.301253716,-0.256999743,-1.227358717,0.594976734,-0.260150199,0.570134193,0.291339038,-0.305775959,0.407578363,AI
0.859535185,0.732898577,-0.503548253,-0.362523869,0.091372595,0.196780869,-0.093121507,-0.413524964,-0.920299723,1.233439623,-0.425576843,1.523713305,-1.403951444,1.985594153,AI
0.233404473,0.127504513,-0.066645574,-0.085441969,-0.683396082,0.181623425,-1.818804756,-0.80259367,-0.91427432,0.949096803,0.513401107,0.798724022,-1.394508712,0.877762317,AI
1.190281355,0.872704284,-0.554220227,-0.386723158,-0.093412287,0.32917503,0.170189672,-0.34173652,-1.21245743,1.750143852,-1.200997304,0.870709667,-1.911032336,0.608832203,AI
-0.272399503,-0.260078965,0.488252895,0.498044001,0.615500779,-2.678121093,-7.851372522,4.993830882,-0.468165749,0.909578317,0.160938873,1.227960532,-2.497878471,0.998086452,AI
0.104116968,0.102891231,-0.066602198,-0.095975384,-0.801180892,-0.323127545,0.945290867,0.502043813,-0.365457317,0.947630912,0.349063851,1.324340458,-1.482728826,1.393059341,AI
0.688467909,0.267480162,-0.498735066,-0.33403262,0.949106231,-1.031648828,-1.491876718,0.925092675,-0.594198865,0.895839806,0.049040386,0.919500119,-0.48344436,1.253763511,AI
-0.047357696,-0.459417425,-0.013402387,0.540936016,0.070014846,-0.332651521,-0.406322814,0.330468585,0.269201039,0.05819839,-1.1036514,0.523082795,-0.549116094,0.508165214,AI
0.172720488,-0.226098532,-0.218322686,-0.032151741,-0.631651195,0.501590585,-0.123241919,-0.575176682,-0.115572472,0.417419692,-0.609782367,0.377045322,-1.165088892,0.382701434,AI
0.318596072,-0.166777843,-0.391836038,-0.215674331,0.003913394,0.191108328,-0.016036479,-0.270442629,-0.656768599,0.91124282,0.374386342,0.646817926,-0.595849904,0.729750474,AI
-0.151577444,-0.478552616,-0.108488677,0.448133381,0.03021266,0.203541212,0.373146373,-0.24669897,-0.758870171,0.918545162,-0.796858972,0.841794602,-0.701308405,0.966132338,AI
