M_mean,M_variance,M_skewness,M_kurtosis,P_mean,P_variance,P_skewness,P_kurtosis,MFCC_Mean,MFCC_Variance,Delta_Mean,Delta_Variance,DoubleDelta_Mean,DoubleDelta_Variance,Class
0.064299388,-0.062318642,0.082971828,0.122811007,0.046627342,0.378343526,0.293555297,-0.32937107,0.638644935,-0.255783008,0.320600236,0.092121281,0.116453035,0.09276776,AI
0.366211024,0.161574274,-0.383406451,-0.289231692,-1.286042099,-0.846552887,0.840683665,0.224788846,0.554108909,-0.10960205,0.317275196,0.486697124,-0.634061339,0.542640249,AI
0.074234774,-0.263128482,-0.002334313,0.163730852,-0.771647951,0.279037995,-0.85282083,-0.528906254,0.473801304,-0.071795633,0.547294816,0.596930873,-0.639932188,0.467408262,AI
0.385036852,0.021890577,-0.350776216,-0.238106415,0.308196607,0.093687965,-0.69886821,0.065683154,0.639643638,-0.196080616,0.444525848,0.468180098,-0.495284806,0.593728416,AI
0.793541439,1.216325772,-0.38879508,-0.325763235,1.311788631,0.118864274,-2.458974146,-0.36587962,0.167547733,0.067609245,0.525121917,0.72340629,-0.292577349,0.878036109,AI
0.187341641,0.12888729,-0.190556974,-0.180017724,-1.025107796,0.128744452,0.872866691,-0.51864095,0.183385054,0.138826988,0.322379322,0.849992145,-0.941789876,0.738836434,AI
0.06066895,-0.193739086,-0.114725573,-0.05663249,-0.715047525,1.506042544,0.084624749,-0.953566936,0.062143177,-0.000465037,-0.560480407,0.219237583,-0.440716382,0.138636066,AI
-0.162856898,0.148132144,0.356880108,0.227315111,-1.773644631,-1.051784469,1.924781075,0.81599914,-0.035543514,0.638187423,0.451525385,0.841604828,-1.447411156,0.747447898,AI
1.726716063,1.480844293,-0.664069684,-0.432182933,0.416097412,0.211544401,-0.475796117,-0.742675821,0.021746631,-0.127073225,0.393208954,0.30337808,-0.139043075,0.136722403,AI
-0.202948071,0.103890549,0.27528122,0.157435929,0.583149919,-0.436795653,-0.530199177,-0.076031864,0.878968005,-0.175616315,0.457038091,0.34092907,-0.364698916,0.275252157,AI
0.032174766,-0.080053626,-0.241600671,-0.212016747,-1.394848129,0.001667426,1.574077738,0.152296664,-0.012010425,-0.051537497,0.047515044,-0.117461244,0.222335456,-0.165953287,Human
-0.365538714,-0.427655681,1.267503722,1.856507652,-0.074670589,-0.267098637,0.423185551,0.181985136,-2.609193032,1.109191723,-0.133258542,-0.389861326,0.25249974,-0.51755986,Human
-0.171889743,-0.381114784,0.066509669,0.190793816,-0.22657256,0.518604347,-0.103242522,-0.036041792,1.503156133,-0.859715926,-0.629518331,-0.365803069,0.161763106,-0.51461152,Human
-0.231255522,-0.349992865,0.181488421,0.240006689,-0.595602945,0.180092528,-0.169267737,-0.043258776,-0.972865843,0.175703111,0.1049814,-0.40682137,0.257022068,-0.486243391,Human
-0.369488071,-0.341670059,0.698341049,0.701670899,0.664984973,-1.206272133,-5.049557418,1.88760072,-0.018550155,0.192030875,0.342725039,-0.085122198,0.193251224,0.016151033,Human
-0.066214009,-0.13697116,0.074930695,0.037345536,-0.628660639,-0.290255749,-0.427906194,0.191221754,-1.780401718,0.312191864,-0.230074267,-0.343766058,0.225768476,-0.448525928,Human
0.711124779,1.036884337,-0.438668386,-0.346219632,-1.875256257,-1.877676726,4.547812877,2.892803754,-0.75620113,-0.03088547,0.375443184,-0.128869153,0.203936015,-0.183047584,Human
-0.50379837,-0.459232958,2.318376212,3.796001353,-0.409657958,0.306783821,-1.005741775,-0.545973544,-1.648455043,0.958907561,-0.255942756,-0.216207654,0.242509267,-0.226493575,Human
-0.312931758,-0.36571251,0.809424735,1.099000877,0.169762576,0.664719898,0.268510078,-0.751450902,-0.951723337,0.301115825,-0.196974388,-0.240212732,0.202315938,-0.324035416,Human
-0.371117304,-0.527363766,0.29038194,0.526967967,-1.916382177,-1.068022446,1.133772084,-0.168562432,-0.40210599,0.154528224,0.131019744,-0.162078774,0.191091122,-0.21691572,Human
-0.23059617,-0.194131986,0.294786146,0.263524755,-0.811566315,-0.123383475,0.439552219,0.061882343,1.991313923,-0.924295385,-0.037622535,-0.347854053,0.169136769,-0.472487428,Human
0.053382795,0.167485209,-0.03401984,-0.054162877,0.149537382,0.424873674,0.921312474,-1.144411628,-0.652261433,0.27202744,-0.373598584,-0.433595504,0.26697821,-0.555265355,Human
-0.336710271,-0.021050308,0.59412257,0.435630074,0.119893216,0.224089393,-0.423298108,-0.215322449,-1.394283458,0.862196134,0.160692479,-0.245111256,0.280864581,-0.285719426,Human
-0.356156022,-0.429921576,0.547051633,0.714507273,-2.27197795,-1.711757656,5.374424396,2.666993337,-1.585511838,0.869572589,0.138539234,-0.234723714,0.179557719,-0.206655063,Human
-0.571010863,-0.61978177,5.02016572,22.19685625,-2.327290867,-0.928250495,2.089369262,0.258586804,-1.583666917,0.818886284,0.147314661,-0.110315793,0.000965874,-0.218762533,Human
0.217481506,0.408996909,-0.306747716,-0.280576795,-0.743599315,0.175414764,0,-0.243857714,-0.42455545,-0.000114816,0.278818086,-0.274162748,0.187580956,-0.296534473,Human
-0.342935477,-0.247504702,0.696237053,0.655714594,0.184957883,0.516121836,-0.095479242,-0.980165472,-1.346500753,0.409261033,-0.786073565,-0.245526793,0.228044298,-0.291688543,Human
-0.35160834,-0.448074153,0.80010109,1.252705402,-2.399080112,-1.669847005,6.461035893,3.149994815,0.011593088,-0.546906494,-0.273167483,-0.419910501,0.243319306,-0.492970412,Human
0.12340121,0.067168528,-0.097855263,-0.109238134,-1.305575538,-1.059847176,2.180314828,1.19349367,-1.617257491,0.552560073,-0.321021599,0.29523478,0.115150802,0.410088538,Human
-0.379627828,-0.461873597,0.492426112,0.569833355,-1.306603676,-0.611665891,2.136236793,1.10005449,0.027807805,0.011497227,-0.368119115,-0.374200419,0.055257341,-0.470588486,Human
-0.51781613,-0.582452606,2.013344456,4.900550319,0.187481654,0.264013559,-0.614971438,-0.485727222,-0.04673952,-0.005531416,-0.157495909,-0.423031199,0.173065069,-0.545054147,Human
-0.403401441,-0.521680873,1.038829728,1.968682619,-0.940803475,-0.175465763,-0.865152773,-0.560393436,-2.01803029,2.628883479,-0.526400225,0.646053116,-0.296304682,0.97247797,Human
-0.290980673,-0.206539939,0.581477566,0.547924443,-0.008523946,0.349167326,-0.029148739,-0.30789201,-2.566737457,1.243108976,-0.514847193,-0.367963287,0.258898656,-0.450556202,Human
0.33872028,0.547092301,-0.241765002,-0.250577769,-0.682415423,0.284766534,-0.743777186,-0.457455656,-0.908931107,0.317337966,0.041311733,-0.158208251,0.215627568,-0.23422533,Human
-0.211123754,-0.438553764,0.494050848,0.703385904,0.284509234,0.113855523,1.553734186,-1.309831386,0.684899451,-0.42746717,-0.250083789,-0.335816103,0.282738469,-0.422850278,Human
-0.466689968,-0.411435651,1.029627348,0.984182208,1.217147685,-1.943511414,-2.222610635,2.14398171,0.501210962,-0.146884491,-0.105003451,-0.270264431,0.168462509,-0.353158738,Human
-0.413451237,-0.467252192,1.130369605,1.761812881,0.233701481,0.333970014,0.028658384,-0.955871728,0.097731555,-0.145363089,-0.672553543,0.048680912,0.238999101,-0.013068484,Human
-0.327644976,-0.429726942,1.327808011,2.054761134,0.114065984,0.462988774,-0.258271398,-0.551326423,-1.636097318,0.544858975,-0.169246759,-0.279482508,0.188005261,-0.329314932,Human
-0.082790625,-0.124364215,0.12992018,0.123568219,0.118448002,0.136322834,-0.444602231,0.019399508,0.356320813,-0.36496963,0.267421966,-0.208462174,0.16183331,-0.201882438,Human
-0.228227951,-0.316981247,0.292469144,0.345755184,0.985284318,-0.113959794,-4.339302318,0.092697876,-1.453291856,1.505778881,-0.280385771,0,0,0.21153102,Human
-0.204623877,0.051031291,0.31623257,0.202466037,-0.203943989,0.801989121,-0.23961011,-0.507309361,-1.601010998,0.420012238,-0.654773391,-0.39284584,0.237031865,-0.469246917,Human
-0.531314864,-0.606200926,3.076836124,11.79587057,0.444896073,-1.656079726,-2.279548541,3.859546142,-0.145301815,-0.161718991,-0.131798554,-0.229277228,0.081724764,-0.196222918,Human
0.810110967,0.687361355,-0.225240762,-0.223190144,-0.290468867,0.667305884,0.63631009,-0.321450297,-0.631345389,-0.269172728,-0.497639244,-0.490766335,0.14628096,-0.580590035,Human
-0.146779234,-0.156730924,0.00132985,-0.022108776,-0.714556667,0.143821251,-0.051090696,-0.008379848,-3.009828301,1.856641434,0.355357922,0.145325069,0.045815766,0.31002176,Human
-0.227505801,-0.322691011,0.203338719,0.226773378,0.486862791,0.632563232,0.513818037,-1.167935916,-1.392464327,0.722968026,-0.358651803,-0.135372633,0.102258078,-0.136288874,Human
-0.331730783,-0.418072108,0.636848377,0.883433036,-0.433523299,0.64661027,-0.411339576,-0.486905544,-1.865066132,0.599424327,-0.319769815,-0.399433938,0.228391457,-0.462499373,Human
-0.40272099,-0.530428534,0.679926803,1.115091451,-0.140560238,-0.166935541,0.812608431,0.168812175,-3.750710915,2.393838606,-0.476799621,-0.134827087,0.261051815,0.087089139,Human
-0.335011899,-0.352103342,0.915616767,1.169264812,-0.013009063,0.11145468,0.129271643,0.115912175,-2.667680098,1.128634105,0.108689453,-0.132654809,0.251882568,-0.206353727,Human
-0.463691249,-0.482544077,1.037177245,1.324539318,-0.262444261,0.477242651,0.99767347,-0.881097276,-0.617828767,0.335246736,0.065845029,-0.351570098,0.418242834,-0.438947005,Human
-0.464131804,-0.561246155,2.017466329,4.613818549,0.179673711,0.067066629,-0.149663279,-0.186705535,-4.190559208,1.952043598,-0.540874192,-0.519065159,0.149681964,-0.599033108,Human
0.752083606,0.981857228,-0.468115799,-0.36328332,-0.621465235,-0.05657491,-0.449118078,-0.057915277,-2.703205246,1.430026935,-0.237293195,-0.271192065,0.072262746,-0.357538538,Human
5.429769434,5.047545662,-0.882527387,-0.494488159,0.406936549,-3.177149204,-8.422125633,9.569048776,0.45485329,-0.632140043,-0.725898313,-0.506489615,0.160081312,-0.580462939,Human
5.69858881,6.887994716,-0.892580992,-0.498963543,0.599082071,0.43402441,-1.209368251,-1.11354335,0.428962331,-0.592910758,-0.628178025,-0.527470983,0.200773008,-0.595455554,Human
6.165505438,6.240449925,-0.894416751,-0.496392027,-0.731201475,-0.319817342,0.704878124,0.073957215,0.339296962,-0.623631119,-0.609695282,-0.523468419,0.272951278,-0.596037563,Human
8.005356637,7.063754798,-0.962455,-0.50394716,-1.132128318,-0.343546694,-0.487222856,0.103811112,0.29103461,-0.600795981,-0.770944145,-0.524322994,0.213193595,-0.58671635,Human
6.957029558,8.249679815,-0.938285835,-0.503546158,-0.980807109,-0.077800738,0.74146873,-0.201062381,0.410220351,-0.587749887,-0.765834107,-0.534249951,0.162812299,-0.599716811,Human
6.459032368,6.750771548,-0.905005331,-0.49942929,0.660922652,-2.020137912,-6.346625586,2.959433535,0.422765162,-0.581844338,-0.653906539,-0.535805567,0.197610001,-0.596805992,Human
8.967189888,10.0144124,-0.972793316,-0.506299349,0.370483,-0.589854306,-0.202218492,0.5882989,0.387188364,-0.560723714,-0.705749616,-0.522000061,0.206713289,-0.581134279,Human
6.205635236,7.493009678,-0.920293465,-0.502276386,-0.543698992,0.249679038,0.07407597,-0.091416423,0.369390128,-0.576396529,-0.782798698,-0.548519658,0.213926487,-0.61726808,Human
5.588628465,5.434805233,-0.875189429,-0.493335062,-0.574228062,0.263005039,0.296383609,0.342959984,0.448337931,-0.584057921,-0.842425555,-0.52929512,0.284803681,-0.596302312,Human
7.70365059,8.543334693,-0.938279615,-0.502894588,-0.028011758,0.187036538,0.377027448,-0.397541089,0.225386656,-0.561337087,-0.564164652,-0.542038091,0.234408884,-0.602821754,Human
7.056737923,8.650800562,-0.881983175,-0.497209436,0.01503049,0,0.026628874,0.12588144,0.354538933,-0.561379399,-0.747789825,-0.55329321,0.200965874,-0.613797704,Human
7.365354861,7.483457334,-0.916014985,-0.499514291,-0.80462136,0.334813041,0.416173479,-0.411950737,0.157342203,-0.530027457,-0.767145811,-0.54691563,0.215083685,-0.600617704,Human
5.597994432,5.265602447,-0.867308125,-0.490581303,0.505670132,-0.700500716,-1.438192139,1.157549293,0.395559048,-0.592677085,-0.763652674,-0.526425296,0.17921056,-0.596585553,Human
6.240471112,8.453395374,-0.898838922,-0.500612434,-1.177190734,-2.13728467,4.087608939,2.924095361,0.378297991,-0.534628162,-0.654807267,-0.524486562,0.193366943,-0.59072781,Human
7.613188576,8.66502123,-0.926515985,-0.501638896,0.700504054,-0.869377422,-3.525611802,2.114170515,0.426220411,-0.59355456,-0.915155713,-0.520021054,0.172456383,-0.585291519,Human
6.163914276,7.37546784,-0.851838755,-0.491362986,-0.664582339,0.288938505,-0.088048115,-0.534240671,0.554097402,-0.58241823,-0.807952932,-0.539065801,0.175816114,-0.599500767,Human
6.444685417,6.174474623,-0.930074513,-0.499870554,-0.606813639,0.035282181,-0.095248512,-0.033897147,0.25926712,-0.595204117,-0.759434096,-0.510238582,0.14755272,-0.563811929,Human
4.711272886,5.892918316,-0.79045361,-0.481585934,-0.109795248,0.664983074,0.512708513,-0.40992918,0.48568545,-0.603948816,-0.669022216,-0.528439096,0.240156299,-0.602870513,Human
7.03727387,7.413390349,-0.913927464,-0.5000084,-0.533344565,0.646967381,0.468811157,-0.384581709,0.169104425,-0.571051217,-0.613264639,-0.546499346,0.213016158,-0.611178987,Human
7.787632412,7.427850679,-0.98376823,-0.506332516,-1.998304629,-2.048201776,3.744657994,1.50536481,0.481989912,-0.565179764,-0.940877675,-0.508485352,0.230512986,-0.565828297,Human
5.249213307,5.201625053,-0.844714787,-0.488942131,-1.265759968,-0.945452239,1.346152356,1.36087873,0.278441291,-0.551855227,-0.859765649,-0.530639961,0.197918587,-0.602315216,Human
7.283504186,6.984959034,-0.951834356,-0.502548536,0.154929144,0.49931355,-0.456246898,-0.36204448,0.332466664,-0.584374647,-0.80818878,-0.525662201,0.229702947,-0.592092946,Human
7.314562597,8.331577386,-0.916273641,-0.50084328,-0.609604269,0.054710756,-0.072875909,0.023636444,0.435692176,-0.588406678,-0.687460218,-0.548879787,0.208333365,-0.612668512,Human
6.368614324,7.645210991,-0.93144567,-0.503839884,0.077020419,0.12024558,0.06760273,-0.138820129,0.3642777,-0.615385694,-0.731457996,-0.515959397,0.225807049,-0.584738135,Human
7.807611448,10.19408115,-0.92106907,-0.502175031,0.061116627,0.073784605,-0.129470169,-0.136805932,0.61131561,-0.623525413,-0.753154885,-0.550690743,0.210377748,-0.617411593,Human
7.613264056,7.890482479,-0.971105024,-0.505848885,0.118070832,0.420229189,0.012533251,-0.36764308,0.389729755,-0.589016041,-0.84174198,-0.53178086,0.144257021,-0.592828805,Human
7.183138489,9.546717194,-0.938936713,-0.503888197,-0.574434636,0.339669248,-0.822415252,-0.641790572,0.317670304,-0.593248907,-0.771668307,-0.536336676,0.19830432,-0.589289616,Human
6.488529162,6.998696747,-0.913573053,-0.500997843,-1.357950636,-1.006446395,2.042436245,1.500995532,0.325931531,-0.585528845,-0.575178398,-0.513693297,0.184996548,-0.564067266,Human
7.071460417,9.160435153,-0.914628577,-0.501360606,-0.501463663,0.366837267,0.151743821,-0.195361793,0.54420811,-0.630030715,-0.614123183,-0.509470549,0.222605469,-0.555841141,Human
5.408169747,5.973243559,-0.860399066,-0.494450067,-1.122179409,-1.457842585,2.597688074,-0.232007514,0.263437521,-0.569991393,-0.937191673,-0.534118091,0.235604655,-0.597436453,Human
4.779485109,5.037212601,-0.815909396,-0.485016088,-0.9943955,-3.320293035,-0.022561683,11.37293351,0.403921711,-0.598625641,-0.642507862,-0.522015305,0.245170822,-0.588728685,Human
5.558997879,6.549028479,-0.832237469,-0.490411762,1.234168273,-2.925218915,-7.270697839,4.872192237,0.305728426,-0.545672837,-0.919869475,-0.560257291,0.158796823,-0.633697237,Human
6.953243426,7.675435994,-0.944020366,-0.502671437,0.11017885,0.21272716,-0.467609361,-0.144071339,0.231644259,-0.565469698,-0.749967423,-0.531713265,0.172951278,-0.59824912,Human
4.605840952,5.241796753,-0.810044654,-0.486431845,-1.154744535,-3.267303999,-5.517466582,7.811971784,0.423277832,-0.569154229,-0.874026298,-0.548174513,0.249722465,-0.624936562,Human
-0.465161161,-0.537381635,1.719373772,3.324517652,-1.942825359,-1.446784419,4.126838401,1.271193536,-0.193793711,-0.114641183,0.068694698,-0.4856444,0.207253314,-0.52102236,Human
